"交易号","商户订单号","交易创建时间","付款时间","最近修改时间","交易来源地","类型","交易对方","商品名称","金额（元）","收/支","交易状态","服务费（元）","成功退款（元）","备注","资金状态"
"2.02***27","MV5***a0","2018/1/1 14:17","2018/1/1 14:17","2018/1/1 14:17","其他（包括阿里巴巴和外部商家）","即时到账交易","App Store & Apple Music","App Store & Apple Music: 于 01.01完成的购买","6","支出","交易成功","0","0","花呗","已支出"
